loss,accuracy,val_loss,val_accuracy
0.6907869986459321,0.8627451,0.6832072501089058,0.9215686321258545
0.6764410488745746,1.0,0.664212632413004,0.9215686321258545
0.6525668478479573,1.0,0.6396328467948764,0.9215686321258545
0.6229252102328282,1.0,0.6113231602837058,0.9215686321258545
